description,calories,protein,carbs,fat
"Chicken fillet sandwich, fried, on wheat bun with Cheeseburger slider with Grilled cheese sandwich, cheddar cheese, on white bread",730.6,37.8,57.9,38.1
"Turkey with gravy with Tuna salad sandwich on wheat, with cheese and Soup, pepperpot with ON THE BORDER, cheese quesadilla",481.2,37.2,24.9,25.2
"Tuna salad sandwich on white, with cheese with Sushi roll, salmon and Kidney beans and white rice",515.5,24.9,59.1,19.6
"Shrimp scampi with Ham sandwich or sub, restaurant with Grilled cheese sandwich, cheddar cheese, on white bread",407.3,28.7,22.4,21.9
"Tuna salad with cheese with Pasta, vegetable, cooked",404.9,18.3,40.3,18.7
"Bologna, turkey with Club sandwich on white and Soup, bean, with meat",454.5,27.5,27.0,26.1
"Ramen bowl with chicken with Rice, fried, with pork with Greek Salad, no dressing",437.8,21.1,61.2,11.5
"Tuna salad sandwich on white, with cheese with Rice, fried, with pork and Spinach souffle",699.0,31.1,75.1,30.1
"Fish, salmon, canned with WENDY'S, Ultimate Chicken Grill Sandwich and Tuna salad sandwich on wheat",666.9,55.4,44.7,29.8
"Turkey, light meat, roasted, skin eaten with Macaroni or pasta salad with chicken and Burrito bowl, chicken, with beans",660.4,57.5,40.1,29.0
"Tuna salad sandwich wrap with Macaroni or pasta salad with chicken and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",644.2,32.2,52.5,33.8
"Hamburger slider with Rice, fried, with pork with Cheeseburger (McDonalds)",551.9,28.5,60.1,21.2
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing with Whopper (Burger King) and Spinach, creamed with Burrito, cheese only",440.7,27.2,32.4,22.4
"Chickpeas, from canned, reduced sodium with Kidney beans and brown rice and Taco or tostada salad, meatless",602.7,22.0,75.8,24.6
"Chicken salad sandwich on wheat with Steak sandwich or sub on wheat and Kidney beans with meat with Grilled cheese sandwich, American cheese, on wheat bread",677.8,39.7,56.8,32.4
"Ham croquette with Veggie burger patty, no bun",410.2,32.2,20.0,22.0
"Nachos, chicken with Egg salad sandwich on wheat and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",628.7,36.9,46.2,33.4
"Soup, lentil, with meat with Cheeseburger slider and Soup, pepperpot with Tuna salad sandwich on wheat, with cheese",595.7,34.8,42.3,31.4
"Roast beef sandwich on wheat with Quinoa, fat added",376.2,20.2,49.3,10.7
"Sushi roll, salmon with Kidney beans and brown rice and Soup, tomato with Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",356.8,18.0,51.6,8.9
"Egg, whole, cooked, hard-boiled with Soup, chicken noodle and Lobster salad",567.0,36.2,12.9,40.2
"Chickpeas, NFS with Cuban sandwich and Taco or tostada salad, meatless",586.6,27.5,60.9,26.2
"Turkey sandwich on white with Club sandwich on wheat, with cheese and Black beans with meat with Grilled cheese sandwich, cheddar cheese, on white bread",673.9,40.8,74.0,23.8
"Shrimp with lobster sauce with Club sandwich on white, with cheese and Soup, bean, canned, reduced sodium",418.4,34.8,26.3,18.6
"Fish, tuna salad with Turkey or chicken burger, on wheat bun with Burrito, chicken, cheese",481.7,40.5,35.5,19.4
"Ham sandwich or sub, restaurant with Macaroni or pasta salad with cheese and Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread with Tuna salad sandwich on wheat, with cheese",745.3,31.6,75.7,34.8
"Rice, fried, with chicken with Club sandwich on wheat, with cheese and Soup, bean, with meat with Grilled cheese sandwich, cheddar cheese, on white bread",536.4,28.7,59.7,20.2
"Chicken salad spread with Gyro sandwich with Club sandwich on white, with cheese",447.1,27.0,28.9,24.2
"Veggie burger, on bun with Bread, pita with fruit and Black bean sauce",692.8,28.6,107.9,16.5
"Shrimp cocktail with Burrito bowl, beef or pork, with beans and rice",416.5,38.3,28.1,15.8
"Turkey, light meat, roasted, skin eaten with Tuna salad sandwich on wheat and Tuna salad with cheese with Cheese, processed cheese food",692.3,60.1,16.9,42.1
"Ham, ground with Grilled cheese sandwich, American cheese, on wheat bread with Cheeseburger, NFS",463.7,28.1,26.5,26.8
"Shrimp, grilled with Egg salad sandwich on wheat and Kidney beans with meat with Cheeseburger slider",638.8,45.7,42.0,31.5
"Soup, chicken noodle, canned with BURGER KING, Hamburger and Beans, liquid from stewed kidney beans",395.4,21.7,40.8,16.3
"Shrimp, grilled with Turkey sandwich wrap and Burrito bowl, with beans",423.3,39.1,32.5,14.6
"Fish, tuna salad with Turkey and ham sandwich on white and Black beans, NFS with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",583.6,41.5,52.6,22.9
"Chicken tenders or strips, breaded, from restaurant with Sushi roll, California",473.2,27.4,43.9,20.6
"Lentils, NFS with Hamburger (Burger King) and Black bean salad",610.1,28.3,70.3,24.9
"Chickpeas, from canned, reduced sodium with Tuna salad sandwich on wheat, with cheese and Chicken salad sandwich on white with Grilled cheese sandwich, American cheese, on white bread",747.3,33.4,62.0,41.2
"Soup, lentil with Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) and Black bean salad with Burrito, beef, cheese",448.1,19.9,69.1,11.1
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Grilled cheese sandwich, cheddar cheese, on white bread",490.9,20.6,32.4,31.0
"Shrimp cocktail with Pizza rolls and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",512.9,37.1,60.0,13.4
"BURGER KING, Chicken Strips with Grilled cheese sandwich, American cheese, on wheat bread",570.3,28.3,41.8,32.2
"Sushi roll tuna with Soup, chicken noodle, canned, condensed and Caesar salad, with romaine, no dressing with Club sandwich on wheat, with cheese",377.9,23.7,46.4,10.0
"Shrimp cocktail with Rice, fried, NFS and Egg salad sandwich on wheat",692.2,34.2,83.2,24.0
"Turkey, dark meat, roasted, skin eaten with Chicken salad sandwich on wheat",448.4,47.1,10.5,23.5
"Enchilada, chicken with Rice, fried, with beef and Spinach, creamed",651.6,30.0,75.4,25.8
"Chicken wing, grilled with sauce with BURGER KING, Hamburger and Spinach, creamed with Tuna salad with cheese",707.5,44.3,38.6,40.9
"Soup, lentil, canned with Fish wrap sandwich and Macaroni or pasta salad with shrimp with Grilled cheese sandwich, cheddar cheese, on wheat bread",684.1,30.3,66.0,33.0
"Ham sandwich wrap with Roll, white, hoagie, submarine and Soup, tomato with Cobb salad, no dressing",560.3,25.9,82.7,13.5
"Soup, chicken noodle with Macaroni or pasta salad with egg with Nachos, cheese only",392.2,11.8,41.8,19.7
"BURGER KING, Chicken Strips with Sushi roll, shrimp with Grilled cheese sandwich, American cheese, on wheat bread",596.8,35.8,51.2,27.1
"Chicken breast, rotisserie, skin not eaten with Hamburger, NFS with Grilled cheese sandwich, American cheese, on wheat bread",605.7,58.6,30.9,26.8
"Turkey, dark meat, roasted, skin not eaten with Grilled cheese sandwich, cheddar cheese, on white bread",524.0,42.2,24.3,28.0
"Egg burrito with Tuna salad sandwich on white, with cheese with Cheeseburger, NFS",564.0,26.9,42.2,31.6
"Chicken fillet, grilled with Burrito bowl, chicken, with rice and Spinach salad, no dressing",554.3,59.7,25.0,23.1
"Turkey ham, prepackaged or deli, luncheon meat with Chicken salad sandwich on white and Chicken salad spread with Caesar salad, with romaine, no dressing",726.8,52.0,33.0,42.0
"Chicken fillet, grilled with Steak sandwich or sub on wheat and Chicken salad spread with Peanuts, boiled",740.7,65.7,37.8,35.9
"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) with McDONALD'S, Cheeseburger and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",644.1,39.3,70.7,24.1
"Enchilada, chicken with BURGER KING, Cheeseburger with Burrito, beef, cheese",636.4,33.5,54.0,32.0
"Macaroni or pasta salad with egg with Chicken tenders or strips, breaded, from restaurant and Salmon salad",703.2,32.1,41.7,44.9
"Hamburger (Burger King) with Cheeseburger, NFS with Spinach salad, no dressing",483.4,28.5,36.5,24.0
"Tuna salad sandwich on wheat, with cheese with Ham sandwich wrap and Tuna salad sandwich on wheat",734.0,38.1,59.3,38.2
"Enchilada, chicken with Burrito bowl, beef or pork, with beans and rice with McDONALD'S, Cheeseburger",603.8,38.4,45.2,29.9
"Egg, whole, boiled or poached with Veggie burger patty, no bun and Burrito bowl, with beans",466.8,37.3,33.0,21.0
"Burrito bowl, chicken, with rice with Turkey or chicken burger, on wheat bun and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing with Grilled cheese sandwich, cheddar cheese, on white bread",630.9,52.7,51.3,23.1
"Turkey, prepackaged or deli, luncheon meat with Tuna salad sandwich on white and Bacon, lettuce, tomato sandwich on white",523.5,36.9,46.2,20.6
"Sushi, topped with tuna with McDONALD'S, Cheeseburger",374.2,24.2,43.0,11.7
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Turkey and ham sandwich on white and Chicken salad sandwich wrap with Nachos, cheese only",685.9,39.0,54.8,34.9
"Fish, tuna, raw with Egg salad sandwich on white and Macaroni or pasta salad with shrimp with BURGER KING, Cheeseburger",675.1,51.9,44.4,30.7
"Burrito bowl, chicken, with beans with Kidney beans and white rice",475.5,30.3,52.3,16.1
"Fish, tuna, raw with Fish wrap sandwich and Soup, tomato, canned",403.5,47.6,25.0,11.6
"Burrito bowl, chicken, with beans with Macaroni or pasta salad with meat and Burrito bowl, beef or pork, with beans and rice with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",615.4,41.8,45.4,29.1
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Club sandwich or sub, restaurant and Pea salad with Burrito, cheese only",673.3,29.2,45.4,41.6
"Burrito bowl, chicken, with beans with Sushi roll, California with Nachos, cheese only",354.5,20.9,39.2,12.5
"Macaroni or pasta salad with chicken with Fish wrap sandwich and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",705.6,36.8,55.6,37.1
"Shrimp cocktail with Cheeseburger (Burger King) and Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",532.6,35.8,55.3,18.0
"Macaroni or pasta salad with egg with Burrito bowl, beef or pork, with beans and rice",453.8,21.6,38.3,23.4
"Soup, lentil with Rice, fried, NFS and Chicken salad spread with Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",699.0,33.6,71.4,30.9
"Chicken breast, sauteed, skin eaten with Flavored pasta and Black bean sauce with Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",526.0,38.7,37.6,24.1
Roast beef sandwich on wheat with Cheeseburger (McDonalds),465.4,27.8,48.7,17.7
"Egg, whole, boiled or poached with Tuna salad sandwich on white and Macaroni or pasta salad with meat with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",564.0,30.0,41.0,30.9
"Turkey, dark meat, roasted, skin not eaten with Hamburger slider with Veggie burger, on bun, with cheese",558.7,57.5,25.9,23.5
"Taco or tostada salad with chicken with Egg salad sandwich on white and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Grilled cheese sandwich, cheddar cheese, on wheat bread",616.3,32.0,44.8,34.4
"Chicken fillet sandwich, fried, on wheat bun with Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) and Soup, bean",557.5,27.1,75.3,16.6
"Shrimp, fried with Grilled cheese sandwich, cheddar cheese, on wheat bread and Soup, pepperpot with Cheeseburger slider",708.8,33.8,44.8,43.3
"Lentils, NFS with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Beans, liquid from stewed kidney beans with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",380.7,20.8,33.4,18.8
"Black beans and brown rice with Hamburger, NFS",510.2,27.6,47.8,22.5
"Soup, chicken noodle, canned with Vegetable sandwich wrap and Tuna salad sandwich on white",576.7,25.4,55.6,28.2
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing with Roll, multigrain and Spinach, creamed with Burrito, cheese only",459.6,26.6,53.5,16.1
"Taco or tostada salad with chicken and sour cream with Rice, fried, with beef and Nachos, with beans",630.9,22.6,76.3,26.8
Ramen bowl with chicken with Turkey sandwich on wheat and Tuna salad sandwich on white,737.5,39.6,77.2,29.8
"Turkey, drumstick, roasted, skin not eaten with Chicken salad sandwich wrap",356.2,46.3,10.2,14.5
"Turkey, retail parts, breast, meat and skin, raw with Gyro sandwich and Burrito bowl, with beans with Caesar salad, with romaine, no dressing",486.5,47.0,31.3,19.3
"Ham, turkey, sliced, extra lean, prepackaged or deli with Whopper (Burger King) with Caesar salad, with romaine, no dressing",375.1,35.1,17.4,18.4
"Chicken, meatless, breaded, fried with Ham sandwich or sub, restaurant and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Tuna salad sandwich on white, with cheese",692.1,58.3,46.3,31.1
"Lentil curry with Cheeseburger slider and Pea salad with Cobb salad, no dressing",689.0,28.3,47.7,42.9
"Egg salad sandwich on wheat with Black beans and brown rice and Burrito bowl, with beans with Tuna salad with cheese",630.5,27.7,60.3,31.2
"Hamburger (McDonalds) with Sushi roll, vegetable and Burrito bowl, with beans",478.3,22.7,64.8,14.4
"Burrito bowl, chicken, with beans and rice with Hamburger (McDonalds)",463.4,30.7,44.8,17.7
"Tuna salad with cheese with Ham sandwich wrap and Soup, cream of tomato",480.0,24.0,24.3,32.2
"Fish, tuna, canned with Macaroni or pasta salad with meat and Soup, tomato, canned with Caesar salad, with romaine, no dressing",442.0,34.7,38.0,16.7
"Veggie burger, on bun, with cheese with Gyro sandwich and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",650.8,45.0,62.3,24.6
"Fish, tuna, NFS with Bread, pita, white, unenriched with Cheese, processed cheese food",418.9,32.9,53.1,7.8
"Sushi, topped with tuna with Roll, multigrain with Cheese, processed cheese food",537.9,29.4,75.6,13.3
"Sushi, topped with tuna with Sushi roll, vegetable and Tuna salad with cheese with Nachos, cheese only",652.8,32.9,49.9,35.2
"Sushi, topped with tuna with Black beans and brown rice and Macaroni or pasta salad with shrimp",679.2,30.8,84.8,23.4
"Turkey, dark meat, roasted, skin eaten with Roast beef sandwich on wheat and Burrito bowl, chicken, with beans with Grilled cheese sandwich, American cheese, on wheat bread",698.1,67.2,38.5,29.7
"Chickpea flour (besan) with Quinoa, cooked",666.1,34.3,105.2,11.3
"Taco or tostada salad with chicken and sour cream with Quinoa, no added fat",456.2,18.1,58.2,16.9
"Turkey, drumstick, roasted, skin not eaten with Chicken, meatless, breaded, fried and Spinach salad, no dressing",445.1,58.5,8.3,19.5
"Chickpeas, from canned, reduced sodium with Sandwich wrap, NFS with BURGER KING, Cheeseburger",421.3,20.5,42.3,19.2
"Veggie burger patty, no bun with Roll, white, hoagie, submarine with Tuna salad with cheese",565.3,32.4,68.8,17.3
"Chicken wing, grilled with sauce with Cuban sandwich and Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",536.4,44.0,22.8,28.7
"Fajita, chicken with Sushi roll, salmon and Fish, tuna salad",567.1,38.1,48.4,24.0
Hamburger (Burger King) with Salami sandwich on white,484.2,24.3,44.0,22.8
"Turkey sandwich on white with Cheeseburger, NFS and Black bean sauce",653.6,35.7,64.8,27.6
"Fajita, chicken with Turkey sandwich wrap",389.5,21.4,36.3,17.3
"Soup, chicken noodle, canned, condensed with Whopper (Burger King) and Greek Salad, no dressing",391.5,20.1,34.0,19.5
"Chili with chicken with Tuna salad sandwich on white, with cheese and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",408.3,40.4,20.4,18.4
"Fish, salmon, grilled with Gyro sandwich and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",627.1,56.1,22.3,33.6
"Shrimp, grilled with Rice, fried, with chicken and Chicken or turkey salad with egg with Veggie burger, on bun, with cheese",694.6,51.2,49.3,31.8
"Chicken wing, grilled with sauce with Veggie burger, on bun, with cheese",649.4,44.2,42.1,32.6
"Tuna salad sandwich on white, with cheese with Chicken fillet sandwich, NFS and Spinach, raw",566.0,27.4,48.1,29.2
"Shrimp, fried with Steak sandwich or sub on wheat and Kidney beans and white rice with Cheese, processed cheese food",747.5,43.1,61.3,35.9
"Chicken fillet wrap sandwich, grilled, from fast food with Sushi roll, California and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Cheese, processed cheese food",576.9,45.4,45.6,22.7
"Lomi salmon with Macaroni or pasta salad with egg and Spinach salad, no dressing with Nachos, cheese only",624.5,31.7,48.7,33.2
"Rice, fried, with chicken with Macaroni or pasta salad with meat and Kale, raw with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",553.3,23.0,69.9,20.5
"Salami, cooked, turkey with Meatball sandwich or sub and Black bean salad",470.8,33.9,34.4,21.5
"Black bean sauce with Tuna salad sandwich on wheat, with cheese and Tuna salad sandwich on white with Cheeseburger, NFS",691.1,32.3,56.0,37.7
"Shrimp, grilled with Grilled cheese sandwich, NFS and Soup, bean, canned, reduced sodium",404.7,26.2,29.7,19.9
"Chicken tenders or strips, breaded, from restaurant with Chicken salad sandwich on white and Spinach, creamed with Club sandwich on wheat, with cheese",715.0,40.4,48.9,39.7
"Chicken fillet sandwich, NFS with Roll, white, hoagie, submarine",693.8,27.2,96.2,21.5
"Turkey and ham sandwich on wheat with Roll, white, hoagie, submarine with Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",539.6,30.2,80.4,10.1
"Tuna salad sandwich on wheat with Chicken tenders or strips, breaded, from restaurant and Tuna salad sandwich wrap",674.2,34.7,47.2,38.6
"Ramen bowl with chicken with Burrito bowl, beef or pork, with beans and rice and Soup, tomato, canned",412.4,25.9,39.8,16.3
"Chicken fillet wrap sandwich, grilled, from fast food with Burrito bowl, chicken, with beans and rice",572.3,49.2,40.4,22.7
"Taco or tostada salad with chicken and sour cream with McDONALD'S, Cheeseburger",502.7,23.2,48.9,24.7
"Rice, fried, with chicken with Soup, chicken noodle, canned and Taco or tostada salad, meatless",546.9,21.6,76.0,17.6
"Ramen bowl with chicken with Grilled cheese sandwich, NFS and Crab salad made with imitation crab with ON THE BORDER, cheese quesadilla",748.6,27.0,59.0,44.8
"Tuna salad sandwich on wheat, with cheese with Chicken salad sandwich on white with Greek Salad, no dressing",480.2,24.1,34.3,27.4
"Nachos, chicken with Cheeseburger (McDonalds) and Burrito bowl, chicken, with beans with Greek Salad, no dressing",695.5,39.2,57.1,35.0
"Chicken wing, grilled with sauce with Turkey or chicken burger, on wheat bun and Soup, bean, canned, reduced sodium with Grilled cheese sandwich, cheddar cheese, on white bread",708.0,52.5,45.1,34.7
"Fish, salmon, grilled with Meatloaf sandwich and Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",569.8,56.2,23.3,26.7
"Turkey, all classes, breast, meat and skin, raw with Grilled cheese sandwich, NFS",492.2,40.5,21.5,26.2
"Chickpeas, from canned, no added fat with Club sandwich on white, with cheese and Black beans, NFS with Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",522.4,31.5,59.8,18.1
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Cheeseburger, NFS with Cheeseburger, NFS",638.5,42.9,41.9,32.9
"Chicken breast, sauteed, skin eaten with Veggie burger patty, no bun with Spinach salad, no dressing",391.1,42.2,13.9,17.6
"Pastrami, turkey with BURGER KING, Hamburger",510.9,39.6,38.6,21.5
"Ham stroganoff with Black beans and brown rice and Soup, tomato",357.0,16.0,39.9,15.3
"Chicken salad sandwich on white with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Lobster salad",610.9,32.4,27.9,40.8
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Veggie burger, on bun, with cheese",456.9,26.0,41.3,20.6
"Egg burrito with Chicken fillet sandwich, NFS",408.0,17.8,36.0,21.1
"Hamburger, NFS with Tuna salad sandwich on wheat, with cheese and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Egg, whole, cooked, hard-boiled",611.4,40.7,42.4,31.0
Tuna salad sandwich on wheat with Turkey and ham sandwich on wheat and Kidney beans with meat,612.4,36.6,58.6,26.1
"Chili with chicken with Hamburger (McDonalds) with Grilled cheese sandwich, NFS",461.7,30.2,38.9,20.5
"Chicken breast, rotisserie, skin eaten with Grilled cheese sandwich, American cheese, on wheat bread and Taco or tostada salad, meatless",682.9,51.0,42.8,34.5
"Veggie burger patty, no bun with Hamburger (McDonalds)",518.7,33.3,52.4,19.5
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing with Bread, pita and Beef salad",669.9,45.8,51.3,30.3
"Turkey, dark meat, roasted, skin not eaten with Sushi roll, California and Spinach salad, no dressing",446.6,49.2,23.9,15.7
"Rice, fried, with chicken with Rice, fried, with chicken and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",562.0,30.4,83.8,11.2
"Soup, chicken noodle, canned, condensed with Gyro sandwich and Spinach, creamed with Tuna salad sandwich on wheat, with cheese",421.2,20.6,38.4,20.0
"Taco or tostada salad with chicken with Roll, white, hoagie, submarine and Greek Salad, no dressing with Macaroni or pasta salad with cheese",614.1,24.4,83.9,19.8
"Macaroni or pasta salad with chicken with Turkey sandwich on wheat and Pea salad with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",658.0,26.8,61.1,33.8
"Soup, lentil with Turkey or chicken burger, on wheat bun and Tuna salad sandwich on wheat, with cheese",649.4,40.9,52.6,30.9
"Fish, tuna, raw with Whopper (Burger King) with Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",380.0,41.4,19.6,14.3
"Ham stroganoff with Grilled cheese sandwich, cheddar cheese, on wheat bread",402.8,17.7,24.2,26.2
"BURGER KING, Hamburger with Turkey or chicken burger, on white bun and Spinach salad, no dressing with Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",555.5,43.3,45.2,21.9
"Turkey with gravy with Burrito bowl, chicken, with beans and rice",351.7,43.7,15.8,11.6
"Macaroni or pasta salad with egg with Sushi roll, vegetable with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",360.0,9.8,45.7,15.0
"Nachos, chicken with Tuna salad sandwich on wheat, with cheese and Black bean salad",631.8,28.6,54.2,34.1
"Tuna salad sandwich on white with Bacon, lettuce, tomato sandwich on white and Soup, bean with BURGER KING, Cheeseburger",581.6,27.9,63.1,24.4
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Rice, fried, with chicken with Cobb salad, no dressing",395.5,26.0,51.1,9.7
"Lentil curry with Macaroni or pasta salad with chicken and Black bean sauce with Spinach salad, no dressing",599.6,22.7,59.9,30.5
"Chicken wing, grilled with sauce with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Soup, tomato, canned",456.7,31.2,20.4,27.2
"Egg burrito with Bread, pita with fruit and Soup, pepperpot with Cheeseburger (McDonalds)",634.1,23.7,82.5,23.2
"BURGER KING, Chicken Strips with Quinoa, cooked and Kidney beans, NFS",715.1,37.3,76.4,29.2
"Fish, tuna, NFS with Macaroni or noodles with cheese, Easy Mac type and Egg salad sandwich on white with Egg, whole, cooked, hard-boiled",642.3,46.9,51.4,27.3
"Sushi roll, salmon with Bread, pita and Kidney beans and brown rice with BURGER KING, Cheeseburger",517.9,22.9,84.1,9.4
"Fish, tuna, NFS with Macaroni or pasta salad with cheese and Crab salad with Spinach salad, no dressing",748.9,48.5,31.3,47.0
"Egg salad sandwich on white with Chicken, meatless, breaded, fried and Burrito bowl, chicken, with beans and rice",631.8,41.9,35.5,35.4
"Burrito, chicken, cheese with Club sandwich on wheat, with cheese and Soup, bean, canned, reduced sodium with Greek Salad, no dressing",507.7,30.9,54.4,18.2
"Shrimp, grilled with BURGER KING, Hamburger and Black bean sauce",536.1,39.8,43.2,22.5
"Rice, fried, with chicken with Grilled cheese sandwich, cheddar cheese, on wheat bread with Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",558.6,23.7,55.6,26.9
"Fish, tuna, raw with Kidney beans and brown rice with Greek Salad, no dressing",399.6,36.2,41.8,9.3
"Fish, tuna salad with Chicken fillet wrap sandwich, grilled, from fast food and Black bean sauce",507.5,35.8,36.3,24.0
"Turkey, drumstick, roasted, skin eaten with Tuna salad sandwich on white and Soup, bean with Grilled cheese sandwich, NFS",510.4,42.1,27.7,25.3
"Ham, ground with Hamburger (Burger King) with Veggie burger, on bun, with cheese",417.4,30.6,32.7,17.4
"Sushi, topped with tuna with Italian sandwich or sub, restaurant and Fish, tuna salad",643.6,49.8,41.3,29.9
"Chicken breast, rotisserie, skin eaten with Rice, fried, NFS",473.9,34.0,54.5,13.3
"Chicken breast, sauteed, skin eaten with Soup, chicken noodle, canned and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",412.5,48.2,13.7,17.0
"Soup, lentil, canned with Pizza rolls",446.7,13.7,69.9,12.7
"Rice, fried, with chicken with Salami sandwich on wheat and Lobster salad",735.1,36.6,54.2,40.6
"Macaroni or pasta salad with egg with Rice, fried, with chicken and Soup, bean, canned, reduced sodium with ON THE BORDER, cheese quesadilla",588.0,22.2,71.5,23.7
"Hamburger (McDonalds) with WENDY'S, Ultimate Chicken Grill Sandwich and Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing with Grilled cheese sandwich, cheddar cheese, on wheat bread",566.9,39.3,54.3,21.2
"Black bean sauce with Gyro sandwich and Burrito bowl, beef or pork, with beans and rice",492.2,27.3,44.5,22.6
"Black bean sauce with Grilled cheese sandwich, American cheese, on white bread and Soup, bean, canned",488.2,17.5,47.7,25.8
"Soup, lentil, with meat with Sushi roll, shrimp and Tuna salad sandwich wrap with Club sandwich on white, with cheese",517.6,29.6,48.8,22.3
"Turkey, light meat, roasted, skin eaten with Turkey sandwich wrap and Kale, raw with Club sandwich on white, with cheese",533.4,57.0,30.5,20.1
"Bologna, turkey with Rice, fried, with pork with Greek Salad, no dressing",566.5,27.9,46.0,29.7
